"","X","Date.Rptd","DR.NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","RD","Crm.Cd","Crm.Cd.Desc","Status","Status.Desc","LOCATION","Cross.Street","Location.1","latlong","lat","long","DateGone","MonthGone","Shade","lat.1","long.1","Shade1"
"84",84,"08/07/2014",140215464,"08/07/2014",420,2,"Rampart",281,480,"BIKE - STOLEN","AO","Adult Other","              ALVARADO","   12TH                         ST","(34.0488, -118.2817)","34.0488, -118.2817",34.0488,-118.2817,2014-08-07,"August","#FFFFB3",34.0488,-118.2817,"#1F78B4"
"85",85,"02/13/2014",140106968,"02/13/2014",1100,1,"Central",138,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  ALAMEDA                      ST","","(34.0455, -118.2381)","34.0455, -118.2381",34.0455,-118.2381,2014-02-13,"February","#FB8072",34.0455,-118.2381,"#33A02C"
"86",86,"02/14/2014",140107069,"02/13/2014",1830,1,"Central",134,480,"BIKE - STOLEN","IC","Invest Cont","  200      W  4TH                          ST","","(34.0488, -118.2483)","34.0488, -118.2483",34.0488,-118.2483,2014-02-13,"February","#FB8072",34.0488,-118.2483,"#33A02C"
"87",87,"02/21/2014",140107584,"02/13/2014",1800,1,"Central",171,480,"BIKE - STOLEN","IC","Invest Cont","  800      W  OLYMPIC                      BL","","(34.045, -118.264)","34.045, -118.264",34.045,-118.264,2014-02-13,"February","#FB8072",34.045,-118.264,"#33A02C"
"88",88,"02/15/2014",141106058,"02/13/2014",1900,11,"Northeast",1117,480,"BIKE - STOLEN","IC","Invest Cont"," 4800         EAGLE ROCK                   BL","","(34.1325, -118.216)","34.1325, -118.216",34.1325,-118.216,2014-02-13,"February","#FB8072",34.1325,-118.216,"#33A02C"
"89",89,"02/13/2014",141206640,"02/13/2014",330,12,"77th Street",1215,480,"BIKE - STOLEN","IC","Invest Cont"," 1100      W  53RD                         ST","","(33.9941, -118.2937)","33.9941, -118.2937",33.9941,-118.2937,2014-02-13,"February","#FB8072",33.9941,-118.2937,"#33A02C"
"90",90,"08/08/2014",140412690,"08/07/2014",2230,4,"Hollenbeck",499,480,"BIKE - STOLEN","IC","Invest Cont"," 1100         MIRASOL                      ST","","(34.0215, -118.1975)","34.0215, -118.1975",34.0215,-118.1975,2014-08-07,"August","#FFFFB3",34.0215,-118.1975,"#1F78B4"
"91",91,"08/07/2014",141612105,"08/07/2014",300,16,"Foothill",1602,480,"BIKE - STOLEN","IC","Invest Cont","12900         MONTFORD                     ST","","(34.2808, -118.4134)","34.2808, -118.4134",34.2808,-118.4134,2014-08-07,"August","#FFFFB3",34.2808,-118.4134,"#1F78B4"
"92",92,"08/10/2014",141713550,"08/07/2014",100,17,"Devonshire",1764,480,"BIKE - STOLEN","IC","Invest Cont"," 9400         CORBIN                       AV","","(34.241, -118.5623)","34.241, -118.5623",34.241,-118.5623,2014-08-07,"August","#FFFFB3",34.241,-118.5623,"#1F78B4"
"93",93,"03/04/2014",140108194,"02/12/2014",1800,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  600      W  5TH                          ST","","(34.0502, -118.254)","34.0502, -118.254",34.0502,-118.254,2014-02-12,"February","#FB8072",34.0502,-118.254,"#33A02C"
"94",94,"02/15/2014",140306556,"02/12/2014",1800,3,"Southwest",325,480,"BIKE - STOLEN","IC","Invest Cont"," 1400      W  28TH                         ST","","(34.0296, -118.2915)","34.0296, -118.2915",34.0296,-118.2915,2014-02-12,"February","#FB8072",34.0296,-118.2915,"#33A02C"
"95",95,"02/12/2014",141105865,"02/12/2014",20,11,"Northeast",1142,480,"BIKE - STOLEN","IC","Invest Cont"," 1900         DRACENA                      DR","","(34.1054, -118.2901)","34.1054, -118.2901",34.1054,-118.2901,2014-02-12,"February","#FB8072",34.1054,-118.2901,"#33A02C"
"96",96,"02/13/2014",141105972,"02/12/2014",1500,11,"Northeast",1124,480,"BIKE - STOLEN","IC","Invest Cont"," 3400         DREW                         ST","","(34.1211, -118.2414)","34.1211, -118.2414",34.1211,-118.2414,2014-02-12,"February","#FB8072",34.1211,-118.2414,"#33A02C"
"97",97,"02/15/2014",141106043,"02/12/2014",2000,11,"Northeast",1125,480,"BIKE - STOLEN","IC","Invest Cont"," 4800         LINCOLN                      AV","","(34.1214, -118.2113)","34.1214, -118.2113",34.1214,-118.2113,2014-02-12,"February","#FB8072",34.1214,-118.2113,"#33A02C"
"98",98,"08/08/2014",140118484,"08/06/2014",1900,1,"Central",176,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  LOS ANGELES                  ST","","(34.0433, -118.2504)","34.0433, -118.2504",34.0433,-118.2504,2014-08-06,"August","#FFFFB3",34.0433,-118.2504,"#1F78B4"
"99",99,"08/06/2014",141315972,"08/06/2014",1240,13,"Newton",1375,480,"BIKE - STOLEN","IC","Invest Cont"," 1400      E  53RD                         ST","","(33.9948, -118.25)","33.9948, -118.25",33.9948,-118.25,2014-08-06,"August","#FFFFB3",33.9948,-118.25,"#1F78B4"
"100",100,"02/13/2014",141705974,"02/12/2014",2345,17,"Devonshire",1787,480,"BIKE - STOLEN","IC","Invest Cont"," 9500         ZELZAH                       AV","","(34.2432, -118.5232)","34.2432, -118.5232",34.2432,-118.5232,2014-02-12,"February","#FB8072",34.2432,-118.5232,"#33A02C"
"101",101,"08/11/2014",142014687,"08/06/2014",1630,20,"Olympic",2019,480,"BIKE - STOLEN","IC","Invest Cont","  100      N  COMMONWEALTH                 AV","","(34.0735, -118.2856)","34.0735, -118.2856",34.0735,-118.2856,2014-08-06,"August","#FFFFB3",34.0735,-118.2856,"#1F78B4"
"102",102,"08/05/2014",140616884,"08/05/2014",1840,6,"Hollywood",648,480,"BIKE - STOLEN","IC","Invest Cont","              SUNSET","   SERRANO","(34.0981, -118.3071)","34.0981, -118.3071",34.0981,-118.3071,2014-08-05,"August","#FFFFB3",34.0981,-118.3071,"#1F78B4"
"103",103,"08/07/2014",140712378,"08/05/2014",2200,7,"Wilshire",784,480,"BIKE - STOLEN","IC","Invest Cont"," 4900      W  WASHINGTON                   BL","","(34.0402, -118.3463)","34.0402, -118.3463",34.0402,-118.3463,2014-08-05,"August","#FFFFB3",34.0402,-118.3463,"#1F78B4"
"104",104,"08/09/2014",140712465,"08/05/2014",1700,7,"Wilshire",745,480,"BIKE - STOLEN","IC","Invest Cont"," 5500         WILSHIRE                     BL","","(34.0623, -118.3483)","34.0623, -118.3483",34.0623,-118.3483,2014-08-05,"August","#FFFFB3",34.0623,-118.3483,"#1F78B4"
"105",105,"02/21/2014",141106370,"02/11/2014",1810,11,"Northeast",1145,480,"BIKE - STOLEN","IC","Invest Cont"," 2400         MC CREADY                    AV","","(34.1001, -118.2572)","34.1001, -118.2572",34.1001,-118.2572,2014-02-11,"February","#FB8072",34.1001,-118.2572,"#33A02C"
"106",106,"02/10/2014",140306363,"02/10/2014",1100,3,"Southwest",321,480,"BIKE - STOLEN","IC","Invest Cont","              JEFFERSON","   LA CIENEGA                   BL","(34.0269, -118.3757)","34.0269, -118.3757",34.0269,-118.3757,2014-02-10,"February","#FB8072",34.0269,-118.3757,"#33A02C"
"107",107,"08/05/2014",141611972,"08/05/2014",1220,16,"Foothill",1695,480,"BIKE - STOLEN","IC","Invest Cont","11200         STAGG                        ST","","(34.2121, -118.3747)","34.2121, -118.3747",34.2121,-118.3747,2014-08-05,"August","#FFFFB3",34.2121,-118.3747,"#1F78B4"
"108",108,"08/04/2014",140118188,"08/04/2014",945,1,"Central",138,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  LOS ANGELES                  ST","","(34.0485, -118.2447)","34.0485, -118.2447",34.0485,-118.2447,2014-08-04,"August","#FFFFB3",34.0485,-118.2447,"#1F78B4"
"109",109,"08/13/2014",140412842,"08/04/2014",800,4,"Hollenbeck",415,480,"BIKE - STOLEN","IC","Invest Cont"," 2500         HANCOCK                      WK","","(34.0755, -118.2091)","34.0755, -118.2091",34.0755,-118.2091,2014-08-04,"August","#FFFFB3",34.0755,-118.2091,"#1F78B4"
"110",110,"02/10/2014",141705808,"02/10/2014",1500,17,"Devonshire",1701,480,"BIKE - STOLEN","AA","Adult Arrest","19800         RINALDI                      ST","","(34.2751, -118.5652)","34.2751, -118.5652",34.2751,-118.5652,2014-02-10,"February","#FB8072",34.2751,-118.5652,"#33A02C"
"111",111,"08/04/2014",141515110,"08/04/2014",1530,15,"N Hollywood",1519,480,"BIKE - STOLEN","IC","Invest Cont","10900         VICTORY                      BL","","(34.1867, -118.3681)","34.1867, -118.3681",34.1867,-118.3681,2014-08-04,"August","#FFFFB3",34.1867,-118.3681,"#1F78B4"
"112",112,"08/04/2014",142014364,"08/04/2014",5,20,"Olympic",2002,480,"BIKE - STOLEN","IC","Invest Cont"," 5000         CLINTON                      ST","","(34.0817, -118.3112)","34.0817, -118.3112",34.0817,-118.3112,2014-08-04,"August","#FFFFB3",34.0817,-118.3112,"#1F78B4"
"113",113,"08/21/2014",140119524,"08/03/2014",730,1,"Central",166,480,"BIKE - STOLEN","IC","Invest Cont","  400      E  7TH                          ST","","(34.0419, -118.2485)","34.0419, -118.2485",34.0419,-118.2485,2014-08-03,"August","#FFFFB3",34.0419,-118.2485,"#1F78B4"
"114",114,"08/07/2014",140215509,"08/03/2014",1900,2,"Rampart",241,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  LAFAYETTE PARK               PL","","(34.0658, -118.2814)","34.0658, -118.2814",34.0658,-118.2814,2014-08-03,"August","#FFFFB3",34.0658,-118.2814,"#1F78B4"
"115",115,"08/03/2014",140616886,"08/03/2014",800,6,"Hollywood",645,480,"BIKE - STOLEN","IC","Invest Cont","              HIGHLAND                     AV","   JOHNNY GRANT                 WY","(34.0989, -118.3387)","34.0989, -118.3387",34.0989,-118.3387,2014-08-03,"August","#FFFFB3",34.0989,-118.3387,"#1F78B4"
"116",116,"08/07/2014",140616996,"08/03/2014",2200,6,"Hollywood",636,480,"BIKE - STOLEN","IC","Invest Cont"," 1700      N  MC CADDEN                    PL","","(34.1016, -118.3374)","34.1016, -118.3374",34.1016,-118.3374,2014-08-03,"August","#FFFFB3",34.1016,-118.3374,"#1F78B4"
"117",117,"08/17/2014",141115149,"08/03/2014",1500,11,"Northeast",1142,480,"BIKE - STOLEN","IC","Invest Cont"," 2000         DRACENA                      DR","","(34.1082, -118.2902)","34.1082, -118.2902",34.1082,-118.2902,2014-08-03,"August","#FFFFB3",34.1082,-118.2902,"#1F78B4"
"118",118,"08/04/2014",141515124,"08/03/2014",1530,15,"N Hollywood",1531,480,"BIKE - STOLEN","IC","Invest Cont","12500         HATTERAS                     ST","","(34.1758, -118.4052)","34.1758, -118.4052",34.1758,-118.4052,2014-08-03,"August","#FFFFB3",34.1758,-118.4052,"#1F78B4"
"119",119,"02/08/2014",140106621,"02/08/2014",1020,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","              GRAND                        AV","   5TH                          ST","(34.0477, -118.2563)","34.0477, -118.2563",34.0477,-118.2563,2014-02-08,"February","#FB8072",34.0477,-118.2563,"#33A02C"
"120",120,"08/04/2014",142113663,"08/03/2014",2200,21,"Topanga",2138,480,"BIKE - STOLEN","IC","Invest Cont","20400         SATICOY                      ST","","(34.2083, -118.5776)","34.2083, -118.5776",34.2083,-118.5776,2014-08-03,"August","#FFFFB3",34.2083,-118.5776,"#1F78B4"
"121",121,"08/06/2014",142113747,"08/03/2014",2230,21,"Topanga",2177,480,"BIKE - STOLEN","IC","Invest Cont"," 5700         CANOGA                       AV","","(34.1733, -118.5974)","34.1733, -118.5974",34.1733,-118.5974,2014-08-03,"August","#FFFFB3",34.1733,-118.5974,"#1F78B4"
"122",122,"08/02/2014",140118070,"08/02/2014",1310,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","              6TH","   HOPE","(34.0495, -118.2563)","34.0495, -118.2563",34.0495,-118.2563,2014-08-02,"August","#FFFFB3",34.0495,-118.2563,"#1F78B4"
"123",123,"08/03/2014",141114418,"08/02/2014",2145,11,"Northeast",1152,480,"BIKE - STOLEN","IC","Invest Cont"," 4400         SUNSET                       DR","","(34.0982, -118.2852)","34.0982, -118.2852",34.0982,-118.2852,2014-08-02,"August","#FFFFB3",34.0982,-118.2852,"#1F78B4"
"124",124,"08/06/2014",141114608,"08/02/2014",2000,11,"Northeast",1142,480,"BIKE - STOLEN","IC","Invest Cont"," 4500         FINLEY                       AV","","(34.1077, -118.2874)","34.1077, -118.2874",34.1077,-118.2874,2014-08-02,"August","#FFFFB3",34.1077,-118.2874,"#1F78B4"
"125",125,"02/08/2014",142005741,"02/08/2014",600,20,"Olympic",2029,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  HOOVER                       ST","","(34.0686, -118.2844)","34.0686, -118.2844",34.0686,-118.2844,2014-02-08,"February","#FB8072",34.0686,-118.2844,"#33A02C"
"126",126,"02/09/2014",142005748,"02/08/2014",1400,20,"Olympic",2027,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  CATALINA                     ST","","(34.0654, -118.2954)","34.0654, -118.2954",34.0654,-118.2954,2014-02-08,"February","#FB8072",34.0654,-118.2954,"#33A02C"
"127",127,"02/07/2014",140306194,"02/07/2014",1700,3,"Southwest",377,480,"BIKE - STOLEN","AO","Adult Other","              NORMANDIE                    AV","   MARTIN LUTHER KING JR        BL","(34.0115, -118.3002)","34.0115, -118.3002",34.0115,-118.3002,2014-02-07,"February","#FB8072",34.0115,-118.3002,"#33A02C"
"128",128,"02/07/2014",140306195,"02/07/2014",1520,3,"Southwest",308,480,"BIKE - STOLEN","AA","Adult Arrest","              23RD                         ST","   OAK                          ST","(34.0351, -118.2837)","34.0351, -118.2837",34.0351,-118.2837,2014-02-07,"February","#FB8072",34.0351,-118.2837,"#33A02C"
"129",129,"08/01/2014",140117946,"08/01/2014",1540,1,"Central",153,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  BROADWAY","","(34.0481, -118.2507)","34.0481, -118.2507",34.0481,-118.2507,2014-08-01,"August","#FFFFB3",34.0481,-118.2507,"#1F78B4"
"130",130,"08/06/2014",140118318,"08/01/2014",2100,1,"Central",192,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      S  FIGUEROA                     ST","","(34.0407, -118.268)","34.0407, -118.268",34.0407,-118.268,2014-08-01,"August","#FFFFB3",34.0407,-118.268,"#1F78B4"
"132",132,"02/14/2014",140107075,"02/06/2014",2215,1,"Central",182,480,"BIKE - STOLEN","IC","Invest Cont"," 1100      S  GRAND                        AV","","(34.0416, -118.262)","34.0416, -118.262",34.0416,-118.262,2014-02-06,"February","#FB8072",34.0416,-118.262,"#33A02C"
"133",133,"08/18/2014",141115166,"08/01/2014",700,11,"Northeast",1124,480,"BIKE - STOLEN","IC","Invest Cont"," 3300         DREW                         ST","","(34.1199, -118.2431)","34.1199, -118.2431",34.1199,-118.2431,2014-08-01,"August","#FFFFB3",34.1199,-118.2431,"#1F78B4"
"134",134,"08/15/2014",141612453,"08/01/2014",1400,16,"Foothill",1663,480,"BIKE - STOLEN","IC","Invest Cont","12400         ROUGE                        ST","","(34.236, -118.4038)","34.236, -118.4038",34.236,-118.4038,2014-08-01,"August","#FFFFB3",34.236,-118.4038,"#1F78B4"
"135",135,"02/06/2014",141605243,"02/06/2014",1220,16,"Foothill",1602,480,"BIKE - STOLEN","AO","Adult Other","12700         MONTFORD                     ST","","(34.2835, -118.4098)","34.2835, -118.4098",34.2835,-118.4098,2014-02-06,"February","#FB8072",34.2835,-118.4098,"#33A02C"
"136",136,"07/31/2014",140512777,"07/31/2014",1544,5,"Harbor",529,480,"BIKE - STOLEN","IC","Invest Cont","  300      E  ANAHEIM                      ST","","(33.7801, -118.2598)","33.7801, -118.2598",33.7801,-118.2598,2014-07-31,"July","#FDB462",33.7801,-118.2598,"#E31A1C"
"137",137,"07/30/2014",140118011,"07/30/2014",1612,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  600      W  5TH                          ST","","(34.0502, -118.254)","34.0502, -118.254",34.0502,-118.254,2014-07-30,"July","#FDB462",34.0502,-118.254,"#E31A1C"
"138",138,"07/31/2014",140616533,"07/30/2014",2000,6,"Hollywood",636,480,"BIKE - STOLEN","IC","Invest Cont"," 1700      N  IVAR                         AV","","(34.1016, -118.3282)","34.1016, -118.3282",34.1016,-118.3282,2014-07-30,"July","#FDB462",34.1016,-118.3282,"#E31A1C"
"139",139,"02/06/2014",142005608,"02/05/2014",1900,20,"Olympic",2071,480,"BIKE - STOLEN","IC","Invest Cont"," 1400      S  GRAMERCY                     PL","","(34.0463, -118.313)","34.0463, -118.313",34.0463,-118.313,2014-02-05,"February","#FB8072",34.0463,-118.313,"#33A02C"
"140",140,"02/04/2014",140106321,"02/04/2014",1410,1,"Central",132,480,"BIKE - STOLEN","IC","Invest Cont","              3RD","   HILL                         ST","(34.0517, -118.2491)","34.0517, -118.2491",34.0517,-118.2491,2014-02-04,"February","#FB8072",34.0517,-118.2491,"#33A02C"
"141",141,"02/05/2014",140106351,"02/04/2014",1800,1,"Central",138,480,"BIKE - STOLEN","AA","Adult Arrest","  300         OMAR                         AV","","(34.0467, -118.2411)","34.0467, -118.2411",34.0467,-118.2411,2014-02-04,"February","#FB8072",34.0467,-118.2411,"#33A02C"
"142",142,"07/30/2014",141315574,"07/30/2014",1830,13,"Newton",1341,480,"BIKE - STOLEN","IC","Invest Cont"," 3400      S  GRAND                        AV","","(34.0202, -118.2761)","34.0202, -118.2761",34.0202,-118.2761,2014-07-30,"July","#FDB462",34.0202,-118.2761,"#E31A1C"
"143",143,"07/29/2014",140316621,"07/29/2014",630,3,"Southwest",327,480,"BIKE - STOLEN","IC","Invest Cont"," 1100      W  27TH                         ST","","(34.0303, -118.284)","34.0303, -118.284",34.0303,-118.284,2014-07-29,"July","#FDB462",34.0303,-118.284,"#E31A1C"
"144",144,"07/30/2014",140412272,"07/29/2014",2130,4,"Hollenbeck",473,480,"BIKE - STOLEN","IC","Invest Cont"," 2300      E  4TH                          ST","","(34.0412, -118.213)","34.0412, -118.213",34.0412,-118.213,2014-07-29,"July","#FDB462",34.0412,-118.213,"#E31A1C"
"145",145,"02/07/2014",142005671,"02/04/2014",2200,20,"Olympic",2038,480,"BIKE - STOLEN","IC","Invest Cont","  600         SHATTO                       PL","","(34.0608, -118.2903)","34.0608, -118.2903",34.0608,-118.2903,2014-02-04,"February","#FB8072",34.0608,-118.2903,"#33A02C"
"146",146,"07/29/2014",140914028,"07/29/2014",1140,9,"Van Nuys",905,485,"BIKE - ATTEMPTED STOLEN","IC","Invest Cont"," 7400         VAN NUYS                     BL","","(34.2048, -118.4488)","34.2048, -118.4488",34.2048,-118.4488,2014-07-29,"July","#FDB462",34.2048,-118.4488,"#E31A1C"
"147",147,"08/11/2014",142014689,"07/29/2014",1400,20,"Olympic",2019,480,"BIKE - STOLEN","IC","Invest Cont","  100      N  COMMONWEALTH                 AV","","(34.0735, -118.2856)","34.0735, -118.2856",34.0735,-118.2856,2014-07-29,"July","#FDB462",34.0735,-118.2856,"#E31A1C"
"148",148,"02/06/2014",141705703,"02/02/2014",900,17,"Devonshire",1735,480,"BIKE - STOLEN","IC","Invest Cont","17200         CHATSWORTH                   ST","","(34.2648, -118.5088)","34.2648, -118.5088",34.2648,-118.5088,2014-02-02,"February","#FB8072",34.2648,-118.5088,"#33A02C"
"149",149,"07/28/2014",141713022,"07/28/2014",1600,17,"Devonshire",1764,480,"BIKE - STOLEN","IC","Invest Cont"," 9300         TAMPA                        AV","","(34.234, -118.5536)","34.234, -118.5536",34.234,-118.5536,2014-07-28,"July","#FDB462",34.234,-118.5536,"#E31A1C"
"150",150,"07/28/2014",140117582,"07/27/2014",30,1,"Central",176,480,"BIKE - STOLEN","IC","Invest Cont","              9TH                          ST","   SAN PEDRO                    ST","(34.0404, -118.2537)","34.0404, -118.2537",34.0404,-118.2537,2014-07-27,"July","#FDB462",34.0404,-118.2537,"#E31A1C"
"151",151,"07/30/2014",140712051,"07/27/2014",1500,7,"Wilshire",711,480,"BIKE - STOLEN","IC","Invest Cont","  400      N  HAYWORTH                     AV","","(34.0782, -118.3626)","34.0782, -118.3626",34.0782,-118.3626,2014-07-27,"July","#FDB462",34.0782,-118.3626,"#E31A1C"
"152",152,"02/26/2014",140607208,"02/01/2014",1200,6,"Hollywood",645,480,"BIKE - STOLEN","IC","Invest Cont"," 1700      N  ORANGE                       DR","","(34.1016, -118.3417)","34.1016, -118.3417",34.1016,-118.3417,2014-02-01,"February","#FB8072",34.1016,-118.3417,"#33A02C"
"153",153,"02/02/2014",140705137,"02/01/2014",1640,7,"Wilshire",715,480,"BIKE - STOLEN","IC","Invest Cont","  300      N  POINSETTIA                   PL","","(34.0762, -118.3486)","34.0762, -118.3486",34.0762,-118.3486,2014-02-01,"February","#FB8072",34.0762,-118.3486,"#33A02C"
"154",154,"07/26/2014",140117512,"07/26/2014",1050,1,"Central",135,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  MAIN                         ST","","(34.0496, -118.2458)","34.0496, -118.2458",34.0496,-118.2458,2014-07-26,"July","#FDB462",34.0496,-118.2458,"#E31A1C"
"155",155,"07/26/2014",140214774,"07/26/2014",100,2,"Rampart",211,480,"BIKE - STOLEN","IC","Invest Cont","  600      N  NEW HAMPSHIRE                AV","","(34.0818, -118.2929)","34.0818, -118.2929",34.0818,-118.2929,2014-07-26,"July","#FDB462",34.0818,-118.2929,"#E31A1C"
"156",156,"02/01/2014",140700640,"01/31/2014",700,7,"Wilshire",736,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  DETROIT                      ST","","(34.0689, -118.3451)","34.0689, -118.3451",34.0689,-118.3451,2014-01-31,"January","#80B1D3",34.0689,-118.3451,"#FB9A99"
"157",157,"01/31/2014",140705070,"01/31/2014",1200,7,"Wilshire",767,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      S  BRONSON                      AV","","(34.0477, -118.3255)","34.0477, -118.3255",34.0477,-118.3255,2014-01-31,"January","#80B1D3",34.0477,-118.3255,"#FB9A99"
"158",158,"08/08/2014",140712454,"07/26/2014",1500,7,"Wilshire",745,480,"BIKE - STOLEN","IC","Invest Cont"," 5500         WILSHIRE                     BL","","(34.0623, -118.3483)","34.0623, -118.3483",34.0623,-118.3483,2014-07-26,"July","#FDB462",34.0623,-118.3483,"#E31A1C"
"159",159,"07/26/2014",141114010,"07/26/2014",115,11,"Northeast",1132,480,"BIKE - STOLEN","IC","Invest Cont"," 2900         HYPERION                     AV","","(34.1092, -118.2714)","34.1092, -118.2714",34.1092,-118.2714,2014-07-26,"July","#FDB462",34.1092,-118.2714,"#E31A1C"
"160",160,"02/01/2014",141605086,"01/31/2014",630,16,"Foothill",1641,480,"BIKE - STOLEN","IC","Invest Cont","13300         TERRA BELLA                  ST","","(34.2552, -118.4225)","34.2552, -118.4225",34.2552,-118.4225,2014-01-31,"January","#80B1D3",34.2552,-118.4225,"#FB9A99"
"161",161,"01/30/2014",140100568,"01/30/2014",2335,1,"Central",155,480,"BIKE - STOLEN","AA","Adult Arrest","  200      E  6TH                          ST","","(34.0446, -118.249)","34.0446, -118.249",34.0446,-118.249,2014-01-30,"January","#80B1D3",34.0446,-118.249,"#FB9A99"
"162",162,"07/26/2014",140117482,"07/25/2014",1400,1,"Central",192,480,"BIKE - STOLEN","IC","Invest Cont"," 1500      S  OLIVE                        ST","","(34.0359, -118.2648)","34.0359, -118.2648",34.0359,-118.2648,2014-07-25,"July","#FDB462",34.0359,-118.2648,"#E31A1C"
